日期,浏览量,浏览量环比,访客数,访客数环比,人均浏览量,人均浏览量环比,平均停留时间,平均停留时间环比,跳失率,跳失率环比,成交客户数,成交客户数环比,成交单量,成交单量环比,成交金额,成交金额环比,客单价,客单价环比,成交商品件数,成交商品件数环比,成交转化率,成交转化率环比,下单客户数,下单客户数环比,下单单量,下单单量环比,下单金额,下单金额环比,下单商品件数,下单商品件数环比,下单转化率,下单转化率环比,下单成交转化率,下单成交转化率环比
2020-11-25,542976,-,78607,-,6.91,-,84.96,-,38.08%,-,15102,-,17318,-,1368050.86,-,90.59,-,170020,-,19.21%,-,16831,-,20360,-,2747434.53,-,197031,-,21.41%,-,89.25%,-
2020-11-26,394548,-,61641,-,6.4,-,82.56,-,42.45%,-,7903,-,9261,-,739127.65,-,93.52,-,82585,-,12.82%,-,9009,-,11200,-,1531449.33,-,97292,-,14.62%,-,87.25%,-
2020-11-27,281994,-,52513,-,5.37,-,77.7,-,47.32%,-,5177,-,5900,-,497794.12,-,96.15,-,50010,-,9.86%,-,5985,-,7212,-,1035341.58,-,59636,-,11.40%,-,85.85%,-
2020-11-28,296347,-,50164,-,5.91,-,80.58,-,43.94%,-,6636,-,7461,-,652187.14,-,98.28,-,70932,-,13.23%,-,7571,-,9036,-,1352348.82,-,84369,-,15.09%,-,87.35%,-
2020-11-29,253929,-,46612,-,5.45,-,71.83,-,48.09%,-,5033,-,5785,-,496874.24,-,98.72,-,51394,-,10.80%,-,5710,-,7010,-,995425.53,-,61102,-,12.25%,-,87.62%,-
2020-11-30,302724,-,53576,-,5.65,-,78.74,-,49.20%,-,5784,-,6773,-,589718.02,-,101.96,-,64801,-,10.80%,-,6583,-,8131,-,1216474.87,-,76455,-,12.29%,-,87.57%,-
2020-12-01,505624,-,71734,-,7.05,-,83.5,-,37.47%,-,17513,-,19318,-,1669050.08,-,95.3,-,231128,-,24.41%,-,19294,-,22599,-,3351291.74,-,267293,-,26.90%,-,90.63%,-
2020-12-02,413840,-,60846,-,6.8,-,85.23,-,39.97%,-,10596,-,11779,-,1010597.0,-,95.38,-,133337,-,17.41%,-,11738,-,13993,-,2075527.24,-,154801,-,19.29%,-,89.67%,-
2020-12-03,363201,-,57556,-,6.31,-,82.19,-,41.83%,-,8900,-,9893,-,870252.17,-,97.78,-,105664,-,15.46%,-,9989,-,11877,-,1854262.92,-,124506,-,17.36%,-,88.53%,-
2020-12-04,333760,-,57948,-,5.76,-,74.57,-,43.83%,-,8307,-,9217,-,788256.06,-,94.89,-,91134,-,14.34%,-,9373,-,11083,-,1609204.49,-,107345,-,16.17%,-,88.07%,-
2020-12-05,306920,-,51204,-,5.99,-,76.16,-,41.41%,-,7783,-,8634,-,734535.75,-,94.38,-,82339,-,15.20%,-,8733,-,10331,-,1454708.53,-,96388,-,17.06%,-,88.71%,-
2020-12-06,349159,-,55635,-,6.28,-,76.07,-,39.79%,-,10116,-,11186,-,958860.43,-,94.79,-,113133,-,18.18%,-,11242,-,13163,-,1818089.12,-,130026,-,20.21%,-,89.71%,-
2020-12-07,459028,-,84693,-,5.42,-,74.07,-,42.93%,-,13257,-,14351,-,1182169.66,-,89.17,-,123864,-,15.65%,-,15090,-,17372,-,2406868.66,-,145731,-,17.82%,-,87.55%,-
2020-12-08,688401,-,197780,-,3.48,-,42.43,-,67.76%,-,15234,-,16948,-,1481903.72,-,97.28,-,183467,-,7.70%,-,17033,-,20348,-,3050223.29,-,215305,-,8.61%,-,89.16%,-
2020-12-09,628401,-,198377,-,3.17,-,31.31,-,71.78%,-,11743,-,12866,-,1153537.79,-,98.23,-,140224,-,5.92%,-,13252,-,15633,-,2521227.81,-,166851,-,6.68%,-,88.13%,-
2020-12-10,573332,-,91326,-,6.28,-,72.14,-,45.31%,-,14331,-,15948,-,1491501.09,-,104.08,-,183120,-,15.69%,-,16143,-,19184,-,3146434.31,-,215845,-,17.68%,-,88.23%,-
2020-12-11,661716,-,119154,-,5.55,-,68.37,-,52.03%,-,13972,-,15664,-,1490067.41,-,106.65,-,179131,-,11.73%,-,15955,-,19221,-,3432531.39,-,215109,-,13.39%,-,87.05%,-
2020-12-12,907949,-,130143,-,6.98,-,80.23,-,40.64%,-,26533,-,30408,-,2924762.67,-,110.23,-,356304,-,20.39%,-,29582,-,36591,-,6164441.01,-,419764,-,22.73%,-,89.36%,-
2020-12-13,371895,-,76055,-,4.89,-,58.33,-,51.00%,-,7754,-,8420,-,729817.92,-,94.12,-,83128,-,10.20%,-,8752,-,10168,-,1557532.88,-,96906,-,11.51%,-,86.63%,-
2020-12-14,307374,-,53183,-,5.78,-,72.01,-,42.22%,-,6580,-,7263,-,653914.93,-,99.38,-,72918,-,12.37%,-,7579,-,9000,-,1420726.52,-,87687,-,14.25%,-,86.42%,-
2020-12-15,349943,-,83562,-,4.19,-,50.23,-,61.43%,-,7279,-,7945,-,719424.68,-,98.84,-,79352,-,8.71%,-,8238,-,9650,-,1507458.21,-,93475,-,9.86%,-,87.89%,-
2020-12-16,359252,-,56597,-,6.35,-,78.75,-,41.17%,-,8832,-,9972,-,914868.23,-,103.59,-,102448,-,15.61%,-,10066,-,12297,-,2017236.39,-,121695,-,17.79%,-,87.34%,-
2020-12-17,288131,-,49176,-,5.86,-,73.29,-,42.98%,-,5817,-,6487,-,623033.21,-,107.11,-,64277,-,11.83%,-,6644,-,7913,-,1283544.3,-,76296,-,13.51%,-,86.89%,-
2020-12-18,311125,-,65396,-,4.76,-,58.2,-,53.49%,-,7066,-,7761,-,750295.56,-,106.18,-,80009,-,10.80%,-,7963,-,9348,-,1505864.46,-,94103,-,12.18%,-,88.28%,-
2020-12-19,249863,-,58451,-,4.27,-,53.56,-,58.18%,-,4480,-,4970,-,473411.16,-,105.67,-,47311,-,7.66%,-,5213,-,6202,-,967052.7,-,56750,-,8.92%,-,85.50%,-
2020-12-20,254257,-,49641,-,5.12,-,64.5,-,43.16%,-,5858,-,6329,-,618434.09,-,105.57,-,56588,-,11.80%,-,6800,-,7840,-,1250143.08,-,67799,-,13.70%,-,85.82%,-
2020-12-21,252659,-,48404,-,5.22,-,66.4,-,44.02%,-,5453,-,5963,-,677696.93,-,124.28,-,55524,-,11.27%,-,6383,-,7444,-,1414773.44,-,68075,-,13.19%,-,84.94%,-
2020-12-22,484133,-,83672,-,5.79,-,70.53,-,40.07%,-,16597,-,18143,-,1664367.46,-,100.28,-,197246,-,19.84%,-,18561,-,21534,-,3364967.54,-,229378,-,22.18%,-,89.31%,-
2020-12-23,468910,-,82377,-,5.69,-,71.11,-,41.48%,-,15779,-,17145,-,1636164.35,-,103.69,-,181369,-,19.15%,-,17499,-,20154,-,3066312.12,-,208221,-,21.24%,-,89.62%,-
2020-12-24,360414,-,63045,-,5.72,-,73.22,-,41.35%,-,10504,-,11449,-,1122990.14,-,106.91,-,117644,-,16.66%,-,11661,-,13519,-,2082456.57,-,135255,-,18.50%,-,89.52%,-
2020-12-25,323507,-,56832,-,5.69,-,70.3,-,40.70%,-,9330,-,10105,-,1005785.52,-,107.8,-,102096,-,16.42%,-,10530,-,12190,-,1926328.3,-,119664,-,18.53%,-,88.23%,-
2020-12-26,383189,-,65512,-,5.85,-,69.34,-,39.09%,-,12219,-,13211,-,1208311.11,-,98.89,-,136857,-,18.65%,-,13635,-,15588,-,2291931.25,-,158385,-,20.81%,-,89.30%,-
2020-12-27,400234,-,78571,-,5.09,-,59.49,-,47.16%,-,10129,-,10973,-,1045405.78,-,103.21,-,107150,-,12.89%,-,11406,-,13071,-,1961438.32,-,124202,-,14.52%,-,88.45%,-
2020-12-28,597566,-,107481,-,5.56,-,71.21,-,40.61%,-,10175,-,10936,-,1073991.66,-,105.55,-,108084,-,9.47%,-,12172,-,13827,-,2488240.81,-,133704,-,11.32%,-,83.34%,-
2020-12-29,2542299,-,468978,-,5.42,-,52.59,-,41.15%,-,50678,-,56802,-,6114879.54,-,120.66,-,626969,-,10.81%,-,56364,-,67611,-,12120851.2,-,736001,-,12.02%,-,89.85%,-
2020-12-30,579819,-,133316,-,4.35,-,60.34,-,52.87%,-,15246,-,16661,-,1568348.65,-,102.87,-,136432,-,11.44%,-,16939,-,19643,-,3205599.51,-,155757,-,12.71%,-,87.58%,-
2020-12-31,404776,-,84853,-,4.77,-,63.46,-,49.91%,-,11152,-,12549,-,1197588.59,-,107.39,-,100440,-,13.14%,-,12624,-,15142,-,2399770.18,-,119152,-,14.88%,-,87.83%,-
2021-01-01,434819,-,177398,-,2.45,-,40.42,-,70.77%,-,7314,-,8306,-,770366.03,-,105.33,-,60327,-,4.12%,-,8412,-,10180,-,1537169.37,-,72145,-,4.74%,-,86.27%,-
2021-01-02,315380,-,68259,-,4.62,-,66.95,-,48.19%,-,7647,-,8746,-,736066.84,-,96.26,-,57801,-,11.20%,-,8808,-,10650,-,1493002.23,-,69204,-,12.90%,-,86.36%,-
2021-01-03,303414,-,63627,-,4.77,-,64.97,-,48.51%,-,7357,-,8500,-,750717.54,-,102.04,-,59302,-,11.56%,-,8460,-,10356,-,1603889.4,-,72082,-,13.30%,-,86.26%,-
2021-01-04,341733,-,85839,-,3.98,-,62.29,-,53.29%,-,7671,-,8460,-,875173.49,-,114.09,-,50432,-,8.94%,-,9111,-,10636,-,1707985.82,-,61453,-,10.61%,-,83.64%,-
2021-01-05,448011,-,91695,-,4.89,-,74.94,-,46.80%,-,10852,-,12272,-,1177212.25,-,108.48,-,92766,-,11.83%,-,12485,-,14970,-,2400725.85,-,110639,-,13.62%,-,86.63%,-
2021-01-06,445883,-,89596,-,4.98,-,72.16,-,47.45%,-,11301,-,12866,-,1247336.52,-,110.37,-,101614,-,12.61%,-,12930,-,15553,-,2376629.43,-,118184,-,14.43%,-,86.83%,-
2021-01-07,412793,-,81881,-,5.04,-,74.68,-,45.43%,-,9411,-,10768,-,1210979.88,-,128.68,-,89901,-,11.49%,-,11550,-,13902,-,2336143.84,-,107527,-,14.11%,-,80.74%,-
2021-01-08,487727,-,104775,-,4.66,-,73.82,-,45.20%,-,12927,-,14584,-,1514581.7,-,117.16,-,102075,-,12.34%,-,15231,-,18222,-,3077584.18,-,121154,-,14.54%,-,84.48%,-
2021-01-09,622140,-,132514,-,4.69,-,63.24,-,46.11%,-,18457,-,20609,-,2005833.89,-,108.68,-,179389,-,13.93%,-,20963,-,24666,-,3659545.38,-,206019,-,15.82%,-,87.56%,-
2021-01-10,561521,-,122033,-,4.6,-,63.18,-,49.20%,-,13973,-,15606,-,1686359.31,-,120.69,-,117966,-,11.45%,-,15764,-,18766,-,3066417.3,-,138563,-,12.92%,-,88.09%,-
2021-01-11,832435,-,157329,-,5.29,-,75.39,-,40.87%,-,27759,-,30578,-,3023025.78,-,108.9,-,224923,-,17.64%,-,31402,-,36802,-,5964178.3,-,264187,-,19.96%,-,88.20%,-
2021-01-12,745102,-,161375,-,4.62,-,61.89,-,53.56%,-,21010,-,23587,-,2488685.7,-,118.45,-,196333,-,13.02%,-,23588,-,27980,-,4490161.1,-,226630,-,14.62%,-,88.45%,-
2021-01-13,574922,-,115144,-,4.99,-,72.2,-,43.62%,-,14615,-,16562,-,1997976.25,-,136.71,-,126137,-,12.69%,-,16559,-,19921,-,3891327.86,-,148215,-,14.38%,-,87.64%,-
2021-01-14,572939,-,153231,-,3.74,-,51.69,-,61.02%,-,12116,-,13768,-,1777594.02,-,146.71,-,110266,-,7.91%,-,13784,-,16632,-,3410668.93,-,129929,-,9.00%,-,87.30%,-
2021-01-15,574702,-,114903,-,5.0,-,71.91,-,43.52%,-,18052,-,20153,-,2332962.65,-,129.24,-,155484,-,15.71%,-,20146,-,23922,-,4081527.74,-,181808,-,17.53%,-,89.25%,-
2021-01-16,615340,-,144087,-,4.27,-,57.56,-,54.95%,-,11051,-,14435,-,1640851.43,-,148.48,-,100830,-,7.67%,-,12824,-,17642,-,3084440.69,-,121495,-,8.90%,-,85.56%,-
2021-01-17,579378,-,116342,-,4.98,-,69.17,-,46.21%,-,11294,-,13083,-,1502467.93,-,133.03,-,92849,-,9.71%,-,12989,-,16094,-,2833196.17,-,111511,-,11.16%,-,86.53%,-
2021-01-18,637704,-,131203,-,4.86,-,73.84,-,45.52%,-,13131,-,15215,-,2152620.58,-,163.93,-,123452,-,10.01%,-,15175,-,18796,-,4146389.97,-,151151,-,11.57%,-,86.19%,-
2021-01-19,854733,-,285726,-,2.99,-,45.28,-,65.28%,-,11840,-,13663,-,2118692.15,-,178.94,-,106427,-,4.14%,-,13821,-,17039,-,3845474.95,-,128626,-,4.84%,-,85.13%,-
2021-01-20,1249436,-,381713,-,3.27,-,41.46,-,66.08%,-,25356,-,30294,-,4506614.2,-,177.73,-,220373,-,6.64%,-,28990,-,37620,-,9443953.76,-,273418,-,7.59%,-,87.23%,-
2021-01-21,845547,-,264488,-,3.2,-,47.36,-,63.60%,-,14695,-,17678,-,2587076.95,-,176.05,-,131519,-,5.56%,-,16660,-,21505,-,4762777.98,-,158450,-,6.30%,-,87.16%,-
2021-01-22,935749,-,300857,-,3.11,-,46.13,-,60.16%,-,14424,-,17378,-,2910221.31,-,201.76,-,116932,-,4.79%,-,16686,-,21710,-,5067576.5,-,142661,-,5.55%,-,85.99%,-
2021-01-23,880555,-,156871,-,5.61,-,80.11,-,41.49%,-,15465,-,17949,-,2354210.7,-,152.23,-,128941,-,9.86%,-,18279,-,22713,-,4900699.94,-,163552,-,11.65%,-,84.05%,-
2021-01-24,3542424,-,863743,-,4.1,-,43.04,-,54.99%,-,57007,-,67543,-,8713148.69,-,152.84,-,588207,-,6.60%,-,64406,-,82701,-,17454461.22,-,700970,-,7.46%,-,88.41%,-
2021-01-25,1150464,-,322085,-,3.57,-,56.43,-,54.97%,-,18591,-,22066,-,3428736.93,-,184.43,-,152544,-,5.77%,-,21031,-,26875,-,6793147.16,-,181903,-,6.53%,-,85.69%,-
2021-01-26,1493969,-,489328,-,3.05,-,44.33,-,59.41%,-,18558,-,21527,-,3202866.36,-,172.59,-,133988,-,3.79%,-,21545,-,26895,-,6248234.1,-,168889,-,4.40%,-,85.61%,-
2021-01-27,3389981,-,735802,-,4.61,-,84.05,-,35.84%,-,102444,-,118953,-,12252500.92,-,119.6,-,380077,-,13.92%,-,124309,-,159757,-,30194702.12,-,499041,-,16.89%,-,82.33%,-
2021-01-28,1673010,-,349446,-,4.79,-,74.85,-,36.97%,-,21784,-,25277,-,4054712.37,-,186.13,-,164767,-,6.23%,-,26260,-,32807,-,8543235.99,-,213273,-,7.51%,-,81.94%,-
2021-01-29,4397758,-,788501,-,5.58,-,78.57,-,41.83%,-,110350,-,133515,-,20686452.09,-,187.46,-,958449,-,13.99%,-,126584,-,168408,-,37227115.67,-,1167130,-,16.05%,-,87.14%,-
2021-01-30,1627691,-,362215,-,4.49,-,64.63,-,52.85%,-,32284,-,38189,-,5098995.91,-,157.94,-,250271,-,8.91%,-,36990,-,47294,-,9307459.65,-,301869,-,10.21%,-,86.63%,-
2021-01-31,1450033,-,259413,-,5.59,-,80.39,-,40.97%,-,34901,-,41451,-,4816526.27,-,138.01,-,258750,-,13.45%,-,39266,-,50088,-,8622794.43,-,307106,-,15.14%,-,88.40%,-
2021-02-01,1788464,-,407395,-,4.39,-,67.61,-,51.69%,-,40456,-,48820,-,6640477.32,-,164.14,-,290943,-,9.93%,-,45791,-,59509,-,11743757.2,-,349389,-,11.24%,-,87.77%,-
2021-02-02,1711704,-,308517,-,5.55,-,83.26,-,40.52%,-,40499,-,49102,-,6442511.75,-,159.08,-,289315,-,13.13%,-,45955,-,59732,-,12258721.31,-,346818,-,14.90%,-,87.42%,-
2021-02-03,1543705,-,296642,-,5.2,-,77.9,-,42.97%,-,35286,-,42681,-,5694597.51,-,161.38,-,263625,-,11.90%,-,40001,-,51997,-,10108450.63,-,311873,-,13.48%,-,87.47%,-
2021-02-04,1634930,-,285331,-,5.73,-,78.96,-,42.12%,-,36892,-,44187,-,5414302.25,-,146.76,-,302085,-,12.93%,-,41513,-,53376,-,10032753.53,-,360167,-,14.55%,-,88.76%,-
2021-02-05,1322968,-,241882,-,5.47,-,74.0,-,40.90%,-,25729,-,30037,-,3219842.1,-,125.14,-,228019,-,10.64%,-,29837,-,37435,-,6243962.24,-,270542,-,12.34%,-,85.92%,-
2021-02-06,1168464,-,215297,-,5.43,-,71.5,-,40.37%,-,23329,-,27106,-,2799885.97,-,120.02,-,214437,-,10.84%,-,26998,-,33766,-,5555595.42,-,253775,-,12.54%,-,86.20%,-
2021-02-07,1058839,-,194025,-,5.46,-,71.16,-,41.55%,-,20806,-,24119,-,2476060.41,-,119.01,-,189387,-,10.72%,-,24344,-,30329,-,4821608.9,-,224079,-,12.55%,-,85.36%,-
2021-02-08,1134761,-,209369,-,5.42,-,72.1,-,42.22%,-,23592,-,27489,-,2828264.6,-,119.88,-,207112,-,11.27%,-,27650,-,34759,-,5572992.2,-,248589,-,13.21%,-,85.25%,-
2021-02-09,863318,-,160518,-,5.38,-,70.78,-,41.01%,-,18188,-,21025,-,2083638.9,-,114.56,-,153266,-,11.33%,-,21160,-,26267,-,4140221.43,-,182923,-,13.18%,-,85.77%,-
2021-02-10,524030,-,106620,-,4.91,-,64.14,-,43.23%,-,10495,-,11914,-,1176793.7,-,112.13,-,87133,-,9.84%,-,12480,-,15197,-,2411253.16,-,105554,-,11.71%,-,83.92%,-
2021-02-11,182261,-,46315,-,3.94,-,51.15,-,46.54%,-,3106,-,3437,-,344019.37,-,110.76,-,19569,-,6.71%,-,3842,-,4528,-,712715.27,-,24246,-,8.30%,-,80.19%,-
2021-02-12,173315,-,43806,-,3.96,-,53.26,-,47.31%,-,2579,-,2855,-,291344.72,-,112.97,-,16337,-,5.89%,-,3223,-,3857,-,619521.44,-,20920,-,7.36%,-,79.49%,-
2021-02-13,182226,-,45594,-,4.0,-,53.06,-,48.06%,-,2714,-,3009,-,317046.53,-,116.82,-,19200,-,5.95%,-,3345,-,3975,-,637649.75,-,23683,-,7.34%,-,80.54%,-
2021-02-14,176039,-,45604,-,3.86,-,52.01,-,50.48%,-,2718,-,2990,-,306168.8,-,112.64,-,21195,-,5.96%,-,3398,-,4004,-,612690.9,-,26233,-,7.45%,-,79.72%,-
2021-02-15,185113,-,43651,-,4.24,-,54.66,-,46.84%,-,3183,-,3515,-,344483.84,-,108.23,-,24239,-,7.29%,-,3813,-,4511,-,705084.31,-,29672,-,8.74%,-,83.24%,-
2021-02-16,183731,-,40133,-,4.58,-,57.72,-,46.03%,-,3294,-,3639,-,336599.75,-,102.19,-,27304,-,8.21%,-,3899,-,4591,-,665912.34,-,32823,-,9.72%,-,84.02%,-
2021-02-17,184123,-,39899,-,4.61,-,56.99,-,45.26%,-,3689,-,4066,-,376575.31,-,102.08,-,30523,-,9.25%,-,4249,-,4996,-,692195.45,-,36049,-,10.65%,-,86.11%,-
2021-02-18,237666,-,43864,-,5.42,-,67.41,-,43.72%,-,5187,-,5889,-,543889.46,-,104.86,-,53111,-,11.83%,-,5871,-,7074,-,1003501.56,-,61698,-,13.38%,-,88.18%,-
2021-02-19,253958,-,50775,-,5.0,-,63.84,-,45.21%,-,6112,-,6937,-,634225.32,-,103.77,-,58426,-,12.04%,-,6946,-,8333,-,1195808.6,-,68072,-,13.68%,-,87.63%,-
2021-02-20,248186,-,47397,-,5.24,-,65.27,-,43.26%,-,6206,-,7004,-,658416.83,-,106.09,-,58876,-,13.09%,-,6953,-,8393,-,1220020.79,-,69272,-,14.67%,-,88.74%,-
2021-02-21,220349,-,42148,-,5.23,-,60.97,-,43.67%,-,5004,-,5588,-,504917.1,-,100.9,-,46045,-,11.87%,-,5686,-,6797,-,988320.11,-,54312,-,13.49%,-,87.30%,-
2021-02-22,237448,-,45037,-,5.27,-,63.74,-,43.31%,-,5767,-,6486,-,601602.35,-,104.32,-,54757,-,12.81%,-,6477,-,7752,-,1062232.6,-,63293,-,14.38%,-,88.61%,-
2021-02-23,256807,-,47693,-,5.38,-,64.05,-,44.94%,-,6225,-,7056,-,639871.78,-,102.79,-,60563,-,13.05%,-,6961,-,8407,-,1185500.31,-,71172,-,14.60%,-,89.10%,-
2021-02-24,264966,-,51394,-,5.16,-,62.87,-,46.54%,-,6001,-,6823,-,614701.7,-,102.43,-,59014,-,11.68%,-,6755,-,8205,-,1135866.5,-,69259,-,13.14%,-,88.48%,-
2021-02-25,265574,-,51349,-,5.17,-,62.18,-,45.70%,-,6949,-,7705,-,653960.45,-,94.11,-,64064,-,13.53%,-,7782,-,9222,-,1201306.9,-,74737,-,15.16%,-,88.90%,-
2021-02-26,213364,-,41064,-,5.2,-,62.1,-,45.21%,-,5576,-,6122,-,594181.67,-,106.56,-,56192,-,13.58%,-,6269,-,7370,-,1170106.58,-,65838,-,15.27%,-,88.55%,-
2021-02-27,205408,-,39529,-,5.2,-,60.88,-,44.33%,-,5504,-,6053,-,524410.02,-,95.28,-,53837,-,13.92%,-,6138,-,7250,-,1009999.03,-,63098,-,15.53%,-,89.30%,-
2021-02-28,254882,-,47612,-,5.35,-,63.93,-,44.43%,-,6714,-,7493,-,646633.94,-,96.31,-,68653,-,14.10%,-,7474,-,8964,-,1231833.23,-,80397,-,15.70%,-,89.54%,-
2021-03-01,276944,-,49212,-,5.63,-,69.04,-,42.63%,-,8126,-,8877,-,744944.67,-,91.67,-,66504,-,16.51%,-,8937,-,10421,-,1323159.76,-,77965,-,18.16%,-,90.54%,-
2021-03-02,276682,-,48640,-,5.69,-,68.04,-,42.67%,-,8070,-,8999,-,755079.82,-,93.57,-,82243,-,16.59%,-,8887,-,10574,-,1395706.83,-,95503,-,18.27%,-,90.30%,-
2021-03-03,226610,-,49478,-,4.58,-,59.61,-,48.97%,-,4557,-,5081,-,485548.69,-,106.55,-,38771,-,9.21%,-,5259,-,6252,-,889354.88,-,45900,-,10.63%,-,85.43%,-
2021-03-04,253057,-,48599,-,5.21,-,63.66,-,45.96%,-,5506,-,6125,-,572742.49,-,104.02,-,50517,-,11.33%,-,6276,-,7480,-,1159790.37,-,61345,-,12.91%,-,87.41%,-
2021-03-05,466511,-,188157,-,2.48,-,37.89,-,72.24%,-,7405,-,8327,-,731712.71,-,98.81,-,75460,-,3.94%,-,8306,-,9988,-,1355252.69,-,88157,-,4.41%,-,88.83%,-
2021-03-06,267141,-,48782,-,5.48,-,62.38,-,44.73%,-,6372,-,7243,-,603690.79,-,94.74,-,63356,-,13.06%,-,7135,-,8664,-,1142136.98,-,74008,-,14.63%,-,88.65%,-
2021-03-07,253832,-,46674,-,5.44,-,60.72,-,43.86%,-,6097,-,6790,-,563460.68,-,92.42,-,59097,-,13.06%,-,6881,-,8186,-,1076233.6,-,68673,-,14.74%,-,88.17%,-
2021-03-08,345130,-,59865,-,5.77,-,67.86,-,41.57%,-,10874,-,12323,-,1023497.46,-,94.12,-,101873,-,18.16%,-,12127,-,14744,-,1973662.46,-,120226,-,20.26%,-,89.40%,-
2021-03-09,211864,-,43470,-,4.87,-,58.04,-,45.24%,-,5042,-,5554,-,486976.96,-,96.58,-,50610,-,11.60%,-,5643,-,6651,-,907895.31,-,58996,-,12.98%,-,87.70%,-
2021-03-10,208252,-,40190,-,5.18,-,62.98,-,44.31%,-,5044,-,5620,-,489896.07,-,97.12,-,51433,-,12.55%,-,5649,-,6733,-,926197.64,-,60636,-,14.06%,-,88.79%,-
2021-03-11,212607,-,40908,-,5.2,-,61.51,-,42.80%,-,5163,-,5661,-,487102.38,-,94.34,-,48104,-,12.62%,-,5823,-,6830,-,901260.58,-,56704,-,14.23%,-,88.17%,-
2021-03-12,249932,-,42769,-,5.84,-,64.8,-,41.56%,-,6890,-,7678,-,637305.82,-,92.5,-,74208,-,16.11%,-,7689,-,9134,-,1231150.31,-,86924,-,17.98%,-,89.36%,-
2021-03-13,170129,-,37514,-,4.54,-,55.85,-,47.14%,-,3859,-,4206,-,362754.9,-,94.0,-,29702,-,10.29%,-,4365,-,5115,-,659046.92,-,34856,-,11.64%,-,87.61%,-
2021-03-14,150640,-,32125,-,4.69,-,55.29,-,46.23%,-,3502,-,3828,-,346533.05,-,98.95,-,30582,-,10.90%,-,3979,-,4639,-,611627.95,-,36040,-,12.39%,-,87.61%,-
2021-03-15,210274,-,38080,-,5.52,-,64.02,-,43.75%,-,5198,-,5725,-,521370.48,-,100.3,-,53647,-,13.65%,-,5825,-,6886,-,982859.58,-,63694,-,15.30%,-,89.03%,-
2021-03-16,385501,-,179220,-,2.15,-,30.91,-,75.47%,-,6413,-,6996,-,536062.46,-,83.59,-,54979,-,3.58%,-,7126,-,8282,-,995106.54,-,64287,-,3.98%,-,89.55%,-
2021-03-17,216490,-,44882,-,4.82,-,63.66,-,45.83%,-,6071,-,6656,-,508773.15,-,83.8,-,52095,-,13.53%,-,6746,-,7867,-,976485.9,-,60933,-,15.03%,-,89.31%,-
2021-03-18,212373,-,39011,-,5.44,-,65.5,-,42.98%,-,5140,-,5639,-,475664.26,-,92.54,-,48384,-,13.18%,-,5801,-,6821,-,919722.3,-,56942,-,14.87%,-,87.93%,-
2021-03-19,391258,-,119837,-,3.26,-,31.8,-,70.84%,-,9419,-,10603,-,893991.65,-,94.91,-,105539,-,7.86%,-,10444,-,12591,-,1702810.21,-,122919,-,8.72%,-,89.99%,-
2021-03-20,288852,-,47156,-,6.13,-,66.77,-,40.76%,-,8404,-,9243,-,770860.39,-,91.73,-,88557,-,17.82%,-,9289,-,10973,-,1471290.73,-,103558,-,19.70%,-,89.98%,-
2021-03-21,223156,-,42548,-,5.24,-,59.76,-,45.09%,-,5385,-,5923,-,497455.55,-,92.38,-,51443,-,12.66%,-,6026,-,7134,-,965741.59,-,61110,-,14.16%,-,88.73%,-
2021-03-22,389229,-,188208,-,2.07,-,27.52,-,76.85%,-,5521,-,6077,-,515402.96,-,93.35,-,57418,-,2.93%,-,6225,-,7276,-,983978.26,-,67230,-,3.31%,-,88.42%,-
2021-03-23,259497,-,49168,-,5.28,-,67.91,-,46.69%,-,6778,-,7384,-,624113.24,-,92.08,-,64552,-,13.79%,-,7571,-,8769,-,1161359.84,-,75548,-,15.40%,-,89.10%,-
2021-03-24,232235,-,47576,-,4.88,-,65.51,-,46.12%,-,6897,-,7512,-,675063.02,-,97.88,-,70442,-,14.50%,-,7673,-,8841,-,1249756.11,-,82031,-,16.13%,-,89.12%,-
2021-03-25,1697954,-,419029,-,4.05,-,54.78,-,15.33%,-,6980,-,7571,-,553724.83,-,79.33,-,57917,-,1.67%,-,7974,-,9160,-,1062375.28,-,68218,-,1.90%,-,87.01%,-
2021-03-26,280674,-,57351,-,4.89,-,65.34,-,45.14%,-,7565,-,8126,-,532096.22,-,70.34,-,55100,-,13.19%,-,8778,-,9982,-,996954.12,-,64869,-,15.31%,-,85.81%,-
2021-03-27,302411,-,105952,-,2.85,-,31.3,-,68.50%,-,6786,-,7297,-,475323.89,-,70.04,-,48157,-,6.40%,-,7698,-,8790,-,878605.18,-,56422,-,7.27%,-,87.54%,-
2021-03-28,220054,-,49695,-,4.43,-,62.83,-,51.34%,-,5742,-,6184,-,441978.89,-,76.97,-,45566,-,11.55%,-,6512,-,7448,-,873652.02,-,54893,-,13.10%,-,87.82%,-
2021-03-29,331738,-,59401,-,5.58,-,67.39,-,43.75%,-,10094,-,15731,-,1014289.42,-,100.48,-,121328,-,16.99%,-,11267,-,17976,-,1912378.62,-,141131,-,18.97%,-,89.35%,-
2021-03-30,254681,-,49076,-,5.19,-,69.95,-,49.13%,-,6420,-,7335,-,572884.3,-,89.23,-,69380,-,13.08%,-,7114,-,8626,-,1118087.75,-,80425,-,14.50%,-,89.32%,-
